,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
436,2352,佳世達,"14,648,175","6,406","390,985,496",26.55,27.35,26.15,27.30,+,0.75,27.30,82,27.35,215,13.93
437,2353,宏碁,"12,636,761","3,940","301,727,751",24.00,24.10,23.75,23.90,-,0.1,23.90,350,23.95,50,16.37
438,2354,鴻準,"16,265,768","9,857","1,209,460,727",72.50,75.90,72.50,75.60,+,3.1,75.50,172,75.60,249,19.69
439,2355,敬鵬,"4,416,238","2,198","156,142,994",35.05,36.00,34.90,35.50,+,0.45,35.45,19,35.50,1,107.58
440,2356,英業達,"10,650,866","3,707","243,206,891",22.85,23.10,22.65,23.10,+,0.3,23.05,219,23.10,217,10.36
441,2357,華碩,"4,862,635","3,261","1,386,411,480",282.00,288.50,280.00,284.50,+,2.5,284.50,46,285.00,55,10.92
442,2358,廷鑫,"185,281",67,"2,449,858",13.10,13.35,13.10,13.30,+,0.15,13.30,3,13.35,7,166.25
443,2359,所羅門,"387,774",225,"6,948,549",17.80,18.15,17.65,17.90,+,0.3,17.85,6,17.90,4,31.96
444,2360,致茂,"4,445,039","3,449","943,347,582",198.50,217.50,196.00,216.00,+,18.0,215.50,2,216.00,6,40.45
445,2362,藍天,"953,199",443,"27,613,640",28.80,29.25,28.45,29.10,+,0.75,28.95,3,29.10,2,107.78
446,2363,矽統,"33,292,334","10,579","575,785,231",16.75,17.75,16.75,17.30,+,0.55,17.25,9,17.30,240,0.00
447,2364,倫飛,"63,918",33,"196,654",3.01,3.12,3.01,3.12,+,0.06,3.12,3,3.13,1,104.00
448,2365,昆盈,"442,867",206,"4,704,122",10.70,10.70,10.50,10.65,+,0.05,10.65,101,10.70,19,10.24
449,2367,燿華,"3,407,769","1,588","69,170,259",20.10,20.45,20.00,20.40,+,0.3,20.35,41,20.40,180,0.00
450,2368,金像電,"14,879,620","6,869","782,067,375",52.00,53.30,51.80,53.30,+,1.4,53.20,13,53.30,45,14.14
451,2369,菱生,"5,147,459","1,689","75,023,159",14.55,14.85,14.45,14.50,+,0.15,14.45,209,14.50,83,0.00
452,2371,大同,"24,619,236","8,041","649,430,357",26.15,26.65,26.05,26.50,+,0.3,26.45,236,26.50,151,33.12
453,2373,震旦行,"8,683",15,"757,873",87.60,87.60,87.10,87.10,+,0.6,86.60,2,87.10,2,14.21
454,2374,佳能,"345,543",179,"4,842,189",14.00,14.25,13.80,14.05,+,0.05,14.00,43,14.05,3,0.00
455,2375,凱美,"6,195,375","4,098","605,823,990",97.30,99.90,96.50,97.60,-,0.4,97.60,7,97.70,5,23.92
456,2376,技嘉,"6,272,920","3,481","488,494,410",76.90,78.80,76.30,78.60,+,2.5,78.50,12,78.60,16,13.65
457,2377,微星,"5,766,560","3,737","763,618,031",130.00,134.00,129.00,133.50,+,4.5,133.00,125,133.50,27,15.51
458,2379,瑞昱,"4,289,371","4,398","2,148,020,703",492.00,512.00,490.00,496.00,-,1.5,496.00,28,497.00,2,32.42
459,2380,虹光,"1,517,350",615,"11,381,339",7.78,7.80,7.37,7.48,-,0.3,7.45,3,7.48,14,0.00
460,2382,廣達,"7,952,261","4,614","653,179,443",81.50,82.90,81.30,82.40,+,1.0,82.40,40,82.50,3,14.98
461,2383,台光電,"3,817,208","2,578","610,301,974",157.50,161.50,156.00,161.50,+,5.5,161.00,11,161.50,78,13.97
462,2385,群光,"2,359,402","1,545","206,589,720",87.70,88.20,86.70,87.70,+,1.2,87.60,20,87.80,2,11.26
463,2387,精元,"2,424,146","1,165","157,290,686",63.60,65.60,63.40,65.60,+,1.4,65.50,55,65.60,54,16.44
464,2388,威盛,"5,069,128","3,200","290,848,952",55.60,58.40,55.60,58.10,+,2.7,58.00,27,58.10,45,0.00
465,2390,云辰,"1,442,880",619,"19,143,015",13.60,13.60,13.10,13.20,-,0.25,13.15,11,13.20,1,22.76
466,2392,正崴,"6,335,297","3,676","287,233,671",44.45,46.10,44.10,45.80,+,1.75,45.75,46,45.80,145,10.48
467,2393,億光,"5,281,571","3,769","239,134,411",45.25,45.70,44.65,45.45,+,0.2,45.45,12,45.50,73,17.68
468,2395,研華,"2,259,294","2,214","796,495,005",365.00,365.50,346.00,346.00,-,24.0,346.00,6,347.00,3,36.89
469,2397,友通,"36,268",35,"2,318,452",63.90,64.00,63.80,64.00,+,0.2,63.80,24,64.00,3,16.45
470,2399,映泰,"7,682,713","1,956","103,434,450",13.50,13.70,13.20,13.60, ,0.0,13.55,17,13.60,28,16.59
471,2401,凌陽,"54,639,365","21,584","1,369,841,390",24.80,25.75,24.30,25.25,+,0.15,25.20,103,25.25,348,109.78
472,2402,毅嘉,"1,021,472",410,"16,758,434",16.35,16.75,16.20,16.35,+,0.1,16.30,67,16.35,37,34.79
473,2404,漢唐,"3,901,514","3,885","990,817,831",253.00,258.50,248.50,253.50,-,0.5,253.50,34,254.00,23,12.29
474,2405,浩鑫,"1,940,354",582,"21,781,522",11.25,11.45,11.05,11.15,-,0.1,11.15,97,11.25,2,0.00
475,2406,國碩,"5,586,465","2,550","107,081,563",18.70,19.55,18.70,19.20,+,0.9,19.15,74,19.20,18,0.00
476,2408,南亞科,"8,584,403","5,697","730,242,707",85.50,86.00,84.50,85.40,-,0.4,85.30,17,85.40,8,32.60
477,2409,友達,"117,865,345","16,446","1,688,317,125",14.20,14.50,14.10,14.50,+,0.4,14.45,"1,583",14.50,"2,625",0.00
478,2412,中華電,"8,747,144","5,304","950,075,254",109.00,109.00,108.50,108.50, ,0.0,108.50,910,109.00,"1,200",25.53
479,2413,環科,"1,467,613",794,"34,680,845",22.90,24.15,22.80,24.00,+,1.25,23.95,1,24.00,5,0.00
480,2414,精技,"185,887",126,"4,727,319",25.70,25.70,25.35,25.45,+,0.1,25.45,6,25.50,15,12.00
481,2415,錩新,"1,689,722","1,074","54,585,495",32.25,32.80,32.05,32.20,-,0.6,32.20,3,32.25,1,0.00
482,2417,圓剛,"3,815,486","2,168","179,139,046",46.05,47.45,46.05,47.15,+,1.1,47.15,13,47.20,40,9.39
483,2419,仲琦,"824,930",399,"18,451,854",22.50,22.60,22.20,22.55,+,0.25,22.50,14,22.55,14,29.29
484,2420,新巨,"183,966",147,"6,023,859",32.90,32.90,32.65,32.80,-,0.05,32.75,4,32.80,21,11.04
485,2421,建準,"2,736,326","1,884","144,162,153",52.30,53.20,51.60,53.00,+,1.0,52.90,25,53.00,16,14.52
486,2423,固緯,"232,735",148,"5,403,461",23.55,23.55,23.00,23.15,-,0.4,23.15,6,23.20,13,15.23
487,2424,隴華,"8,200",10,"213,579",27.00,27.00,25.50,25.50,-,1.6,25.50,1,27.95,1,0.00
488,2425,承啟,"345,999",212,"9,250,711",26.70,27.30,26.35,26.70,-,0.05,26.65,4,26.70,4,31.79
489,2426,鼎元,"8,728,460","3,386","160,189,587",18.00,18.75,17.95,18.20,+,0.25,18.20,114,18.25,5,13.58
490,2427,三商電,"88,271",47,"993,184",11.30,11.30,11.20,11.30, ,0.0,11.25,1,11.30,24,13.78
491,2428,興勤,"2,570,165","2,312","493,307,949",184.00,195.00,184.00,191.00,+,7.0,191.00,19,192.00,14,19.65
492,2429,銘旺科,"32,000",25,"578,450",17.90,18.55,17.90,18.05,+,0.2,18.05,2,18.15,3,0.00
493,2430,燦坤,"66,027",145,"1,281,130",19.60,19.60,19.30,19.50,+,0.2,19.45,2,19.50,1,12.50
494,2431,聯昌,"394,007",181,"4,306,071",10.95,11.05,10.80,11.00,+,0.05,10.95,6,11.00,51,23.40
495,2433,互盛電,"81,023",71,"4,034,011",50.00,50.00,49.70,49.85,-,0.05,49.75,5,49.85,13,12.68
496,2434,統懋,"6,090",8,"163,993",27.00,27.00,27.00,27.00,-,0.5,27.00,1,27.45,1,0.00
497,2436,偉詮電,"12,714,159","7,256","566,817,626",44.45,45.80,43.50,45.30,+,0.85,45.25,10,45.30,24,31.46
498,2438,翔耀,"181,395",137,"2,170,277",11.55,12.20,11.55,12.20,+,0.65,11.85,1,12.20,12,244.00
499,2439,美律,"1,821,543","1,219","245,207,490",135.00,136.00,133.50,134.50,+,1.0,134.50,2,135.00,25,23.27
500,2440,太空梭,"524,183",266,"6,526,425",12.20,12.85,12.15,12.60,+,0.55,12.50,4,12.60,4,9.77
501,2441,超豐,"6,308,449","3,978","436,390,824",69.30,70.00,68.00,70.00,+,0.8,69.90,19,70.00,278,16.55
502,2442,新美齊,"1,014,866",471,"9,576,267",9.53,9.60,9.31,9.44,-,0.06,9.41,4,9.44,5,236.00
503,2443,億麗,"108,448",55,"272,057",2.51,2.55,2.50,2.55,-,0.04,2.54,2,2.55,2,0.00
504,2444,兆勁,"659,193",388,"10,105,629",14.80,15.70,14.80,15.25,+,0.5,15.25,13,15.30,3,0.00
505,2449,京元電子,"86,069,624","35,100","3,479,500,225",39.30,41.25,39.00,41.20,+,2.2,41.15,19,41.20,237,12.76
506,2450,神腦,"200,661",170,"6,266,137",31.30,31.60,30.95,31.50,+,0.6,31.50,6,31.55,2,20.86
507,2451,創見,"1,314,649",942,"81,626,720",62.40,62.40,62.00,62.00,-,0.4,62.00,350,62.10,1,20.00
508,2453,凌群,"115,201",68,"1,951,454",16.90,17.05,16.80,16.95,+,0.05,16.95,4,17.00,18,12.11
509,2454,聯發科,"16,584,582","18,003","15,321,037,330",914.00,946.00,908.00,917.00,-,17.0,917.00,2,918.00,1,44.64
510,2455,全新,"19,306,296","12,384","2,316,187,684",114.50,124.00,114.50,121.00,+,7.0,121.00,161,121.50,23,43.68
511,2456,奇力新,"5,484,520","3,679","574,015,367",104.00,106.00,103.00,106.00,+,3.0,105.50,27,106.00,285,17.73
512,2457,飛宏,"6,411,976","2,316","102,543,953",16.00,16.25,15.80,15.95,+,0.05,15.95,78,16.00,58,0.00
513,2458,義隆,"8,559,371","6,204","1,484,698,511",169.00,176.00,168.50,174.00,+,5.5,173.50,28,174.00,24,16.71
514,2459,敦吉,"34,928",44,"1,577,900",45.15,45.25,45.00,45.25,+,0.1,45.25,1,45.30,5,10.10
515,2460,建通,"4,956,279","2,284","120,358,447",24.30,24.75,23.75,24.55,+,0.3,24.50,34,24.55,76,0.00
516,2461,光群雷,"418,110",183,"6,929,979",16.70,16.75,16.40,16.70,+,0.15,16.65,14,16.70,16,0.00
517,2462,良得電,"152,700",92,"4,043,358",26.65,26.80,26.20,26.50,-,0.05,26.50,2,26.65,1,24.77
518,2464,盟立,"1,086,852",740,"45,991,822",42.50,42.60,42.10,42.45,-,0.05,42.40,17,42.45,1,17.19
519,2465,麗臺,"1,584,966",824,"26,875,594",17.00,17.65,16.55,17.20,-,0.35,17.20,31,17.25,7,0.00
520,2466,冠西電,"77,000",43,"2,472,750",32.25,32.30,31.95,32.30,+,0.35,32.20,4,32.30,4,107.67
521,2467,志聖,"1,195,817",783,"49,645,812",41.05,41.90,41.00,41.80,+,0.15,41.75,20,41.80,16,18.17
522,2468,華經,"81,751",35,"1,049,284",12.90,12.90,12.80,12.85,-,0.05,12.80,2,12.85,2,16.69
523,2471,資通,"2,181,222","1,224","58,545,593",27.65,27.65,26.55,26.75,-,0.95,26.75,25,26.85,2,12.99
524,2472,立隆電,"4,108,138","2,571","285,186,704",67.90,70.30,67.80,69.50,+,1.4,69.50,74,69.60,1,13.90
